ID,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Vintage,Response
3752,Female,33,1,28,0,1-2 Year,Yes,2630,212,0
3753,Female,44,1,28,1,1-2 Year,No,20870,42,0
3754,Male,62,1,28,1,1-2 Year,No,46164,155,0
3755,Male,20,1,46,0,< 1 Year,Yes,23835,215,0
3756,Female,55,1,8,0,1-2 Year,Yes,37816,35,0
3757,Male,47,1,28,1,1-2 Year,No,43776,190,0
3758,Female,24,1,29,1,< 1 Year,Yes,2630,271,0
3759,Male,51,1,28,0,1-2 Year,Yes,48662,53,1
3760,Female,44,1,35,1,1-2 Year,Yes,43109,138,0
3761,Female,24,1,6,1,< 1 Year,No,21770,190,0
3762,Female,29,1,41,0,< 1 Year,No,24655,294,0
3763,Male,58,1,37,1,1-2 Year,No,28907,86,0
3764,Female,76,1,31,0,1-2 Year,Yes,2630,22,0
3765,Female,37,1,28,1,1-2 Year,No,31464,67,0
3766,Female,24,1,2,0,< 1 Year,No,32184,75,0
3767,Male,51,1,28,0,1-2 Year,Yes,50574,118,0
3768,Female,22,1,10,1,< 1 Year,No,31521,297,0
3769,Female,22,1,13,1,< 1 Year,No,24212,118,0
3770,Male,42,1,28,0,> 2 Years,Yes,49325,10,1
3771,Male,32,1,33,1,< 1 Year,No,2630,167,0
3772,Female,21,1,21,0,< 1 Year,No,23030,151,0
3773,Female,21,1,46,0,< 1 Year,Yes,33641,275,0
3774,Male,23,1,34,0,< 1 Year,Yes,34377,168,0
3775,Female,46,1,8,0,1-2 Year,Yes,41021,279,1
3776,Female,23,1,8,0,< 1 Year,Yes,36834,138,0
3777,Female,73,1,41,0,1-2 Year,No,2630,207,0
3778,Male,29,1,28,1,< 1 Year,No,2630,116,0
3779,Male,49,1,28,0,1-2 Year,Yes,46195,157,0
3780,Male,43,1,24,0,1-2 Year,No,41848,156,0
3781,Male,25,1,28,0,1-2 Year,Yes,136061,294,1
3782,Male,46,1,28,1,1-2 Year,No,39049,125,0
3783,Male,42,1,28,0,1-2 Year,Yes,2630,257,0
3784,Male,26,1,10,1,< 1 Year,No,31158,93,0
3785,Female,24,1,28,0,< 1 Year,Yes,31263,42,0
3786,Female,43,1,15,0,1-2 Year,Yes,2630,283,0
3787,Female,24,1,36,0,< 1 Year,Yes,35106,18,0
3788,Male,29,1,28,0,1-2 Year,Yes,41587,160,0
3789,Female,24,1,28,1,< 1 Year,No,33324,97,0
3790,Male,63,1,28,1,1-2 Year,No,44392,58,0
3791,Male,40,1,26,1,1-2 Year,No,27538,41,0
3792,Male,22,1,30,1,< 1 Year,No,27272,121,0
3793,Female,41,1,46,0,1-2 Year,Yes,22350,123,0
3794,Female,23,1,28,1,< 1 Year,No,55358,133,0
3795,Male,54,1,28,0,> 2 Years,Yes,31765,74,1
3796,Male,28,1,12,1,< 1 Year,No,29493,280,0
3797,Female,75,1,8,1,1-2 Year,No,2630,267,0
3798,Male,68,1,28,0,1-2 Year,Yes,46533,174,0
3799,Female,68,1,28,0,1-2 Year,Yes,33770,24,0
3800,Male,28,1,19,0,1-2 Year,No,33482,193,0
3801,Female,29,1,35,0,< 1 Year,Yes,2630,253,0
3802,Female,39,1,50,1,1-2 Year,No,38218,190,0
3803,Male,74,1,28,0,> 2 Years,Yes,37041,113,0
3804,Female,40,1,28,0,1-2 Year,Yes,30356,83,0
3805,Female,46,1,28,0,1-2 Year,Yes,37724,201,0
3806,Female,23,1,15,0,< 1 Year,Yes,31072,117,0
3807,Male,47,1,37,0,1-2 Year,Yes,29903,88,0
3808,Female,34,1,28,0,1-2 Year,Yes,42581,27,1
3809,Female,51,1,28,0,> 2 Years,Yes,53979,243,0
3810,Male,25,1,33,1,< 1 Year,No,25219,295,0
3811,Male,22,1,8,0,< 1 Year,Yes,23294,269,0
3812,Female,25,1,35,0,< 1 Year,No,34559,25,0
3813,Male,48,1,13,0,1-2 Year,Yes,25859,36,1
3814,Female,22,1,12,1,< 1 Year,No,2630,21,0
3815,Female,26,1,3,1,< 1 Year,No,2630,249,0
3816,Male,64,1,28,0,> 2 Years,Yes,47631,169,0
3817,Female,31,1,28,0,1-2 Year,Yes,29421,247,1
3818,Female,45,1,35,0,1-2 Year,Yes,2630,34,1
3819,Male,26,1,37,0,< 1 Year,Yes,38651,221,0
3820,Female,31,1,36,1,< 1 Year,No,33985,232,0
3821,Male,58,1,46,1,1-2 Year,No,23767,16,0
3822,Male,24,1,46,1,< 1 Year,No,28088,120,0
3823,Male,52,1,28,0,1-2 Year,Yes,38068,69,0
3824,Female,23,1,37,0,< 1 Year,Yes,33069,284,1
3825,Male,50,1,16,0,1-2 Year,Yes,32858,169,0
3826,Male,29,1,43,1,< 1 Year,No,27793,258,0
3827,Male,46,1,28,0,1-2 Year,Yes,45115,182,0
3828,Male,55,1,28,1,1-2 Year,No,33058,159,0
3829,Male,32,1,3,1,< 1 Year,No,21828,38,0
3830,Male,23,1,41,1,< 1 Year,No,28915,94,0
3831,Female,43,1,28,1,1-2 Year,No,22302,133,0
3832,Male,43,1,46,0,1-2 Year,No,29192,199,0
3833,Female,22,1,32,0,< 1 Year,Yes,2630,257,0
3834,Female,24,1,45,0,< 1 Year,Yes,2630,198,0
3835,Male,26,1,50,1,< 1 Year,No,38254,37,0
3836,Male,47,1,28,0,1-2 Year,Yes,41934,208,1
3837,Female,42,1,28,0,1-2 Year,Yes,25300,204,0
3838,Female,39,1,46,1,1-2 Year,No,18925,132,0
3839,Female,22,1,25,1,< 1 Year,No,37810,134,0
3840,Female,48,1,28,0,1-2 Year,Yes,24074,11,0
3841,Male,26,1,46,1,< 1 Year,No,34849,135,0
3842,Male,59,1,28,0,1-2 Year,Yes,72389,148,0
3843,Male,23,1,11,1,< 1 Year,No,38388,106,0
3844,Male,55,1,8,0,> 2 Years,Yes,29945,58,0
3845,Female,28,1,50,1,< 1 Year,No,39727,235,0
3846,Female,24,1,15,0,< 1 Year,Yes,22734,208,0
3847,Male,23,1,30,1,< 1 Year,No,23757,155,0
3848,Female,46,1,48,0,1-2 Year,Yes,2630,163,1
3849,Male,55,1,28,0,1-2 Year,Yes,68538,173,0
3850,Male,47,1,35,0,1-2 Year,Yes,30550,176,1
3851,Female,41,1,30,0,1-2 Year,Yes,2630,47,1
3852,Female,50,1,28,0,1-2 Year,No,32356,228,0
3853,Female,22,1,49,1,< 1 Year,No,2630,116,0
3854,Male,24,1,6,1,< 1 Year,No,2630,58,0
3855,Female,50,1,28,0,1-2 Year,Yes,25379,225,0
3856,Female,24,1,8,1,< 1 Year,No,43029,209,0
3857,Female,37,1,15,0,1-2 Year,No,32063,152,0
3858,Female,22,1,36,0,< 1 Year,Yes,47313,267,0
3859,Female,22,1,36,0,< 1 Year,Yes,31133,33,0
3860,Female,25,1,8,1,< 1 Year,No,30011,163,0
3861,Female,47,1,41,0,1-2 Year,Yes,35899,231,0
3862,Male,34,1,3,0,1-2 Year,Yes,20737,109,1
3863,Male,39,1,11,0,1-2 Year,Yes,28887,86,1
3864,Female,29,1,8,1,< 1 Year,No,34244,124,0
3865,Male,25,1,14,1,< 1 Year,No,28338,198,0
3866,Female,24,1,2,0,< 1 Year,Yes,25961,228,0
3867,Male,22,1,8,1,< 1 Year,No,40567,187,0
3868,Male,20,1,43,0,< 1 Year,Yes,24715,69,0
3869,Male,41,1,28,1,1-2 Year,No,37262,10,0
3870,Male,69,1,41,1,1-2 Year,No,2630,123,0
3871,Female,27,1,14,1,< 1 Year,No,43869,86,0
3872,Female,51,1,50,0,1-2 Year,Yes,37431,216,0
3873,Female,68,1,28,1,1-2 Year,No,47249,244,0
3874,Male,26,1,28,1,< 1 Year,No,49603,111,0
3875,Male,50,1,28,0,> 2 Years,Yes,50285,112,1
3876,Female,24,1,46,1,< 1 Year,No,33113,58,0
3877,Female,51,1,28,0,1-2 Year,Yes,40673,178,0
3878,Male,37,1,3,1,1-2 Year,No,2630,89,0
3879,Male,38,1,26,1,1-2 Year,No,32085,243,0
3880,Male,69,1,28,0,1-2 Year,Yes,36675,175,1
3881,Male,39,1,11,0,1-2 Year,Yes,26905,210,1
3882,Female,39,1,28,1,1-2 Year,No,2630,111,0
3883,Male,72,1,3,1,1-2 Year,No,17120,291,0
3884,Male,64,1,25,0,1-2 Year,Yes,45933,219,0
3885,Female,25,1,35,0,< 1 Year,Yes,33639,203,0
3886,Female,27,1,37,1,< 1 Year,No,37692,17,0
3887,Female,29,1,8,0,< 1 Year,Yes,2630,215,0
3888,Male,39,1,41,0,1-2 Year,No,44332,23,0
3889,Male,43,1,18,1,1-2 Year,No,29609,270,0
3890,Female,24,1,15,0,< 1 Year,Yes,27627,247,0
3891,Male,21,1,32,0,< 1 Year,Yes,2630,164,0
3892,Female,21,1,50,1,< 1 Year,No,25237,263,0
3893,Female,37,1,47,1,1-2 Year,No,29377,51,0
3894,Male,25,1,50,1,< 1 Year,No,32141,178,0
3895,Male,26,1,30,1,< 1 Year,No,24061,278,0
3896,Female,27,1,38,0,< 1 Year,Yes,29132,176,0
3897,Male,38,1,37,1,> 2 Years,Yes,34674,80,0
3898,Male,48,1,8,0,1-2 Year,Yes,68027,153,1
3899,Male,49,1,39,1,1-2 Year,No,30236,104,0
3900,Female,38,1,8,0,1-2 Year,Yes,28561,245,0
3901,Female,23,1,13,1,< 1 Year,No,28671,282,0
3902,Male,29,1,6,1,< 1 Year,No,28785,124,0
3903,Female,56,1,28,0,1-2 Year,Yes,37341,115,1
3904,Male,21,1,45,1,< 1 Year,Yes,2630,265,0
3905,Female,22,1,13,0,< 1 Year,Yes,23948,219,0
3906,Female,28,1,6,0,< 1 Year,Yes,2630,146,0
3907,Female,25,1,10,1,< 1 Year,No,33490,146,0
3908,Male,24,1,8,0,< 1 Year,Yes,60750,153,0
3909,Female,24,1,36,0,< 1 Year,No,40084,152,0
3910,Male,43,1,28,0,1-2 Year,Yes,33132,135,0
3911,Male,22,1,15,0,< 1 Year,No,26974,90,0
3912,Male,43,1,28,0,1-2 Year,Yes,117799,55,0
3913,Female,42,1,33,0,1-2 Year,Yes,2630,118,0
3914,Male,48,1,8,1,1-2 Year,No,62324,81,0
3915,Female,62,1,28,0,1-2 Year,Yes,38274,136,0
3916,Male,25,1,40,0,< 1 Year,Yes,33602,74,0
3917,Male,23,1,15,0,< 1 Year,Yes,26124,32,0
3918,Female,33,1,30,0,1-2 Year,Yes,2630,125,1
3919,Female,26,1,6,1,< 1 Year,No,32334,274,0
3920,Female,55,1,8,0,1-2 Year,Yes,31060,217,0
3921,Male,37,1,47,1,1-2 Year,No,32385,206,0
3922,Female,31,1,41,1,1-2 Year,No,25317,198,0
3923,Female,36,1,28,0,1-2 Year,Yes,40937,194,1
3924,Male,52,1,37,0,< 1 Year,No,2630,188,0
3925,Female,67,1,28,0,> 2 Years,Yes,53713,32,0
3926,Male,49,1,35,0,1-2 Year,Yes,28171,149,0
3927,Male,45,1,8,1,1-2 Year,No,2630,187,0
3928,Female,63,1,15,1,1-2 Year,No,48615,157,0
3929,Male,21,1,15,0,< 1 Year,Yes,39533,25,0
3930,Female,25,1,11,1,< 1 Year,No,32324,291,0
3931,Male,30,1,28,0,1-2 Year,Yes,24915,198,0
3932,Male,43,1,3,1,1-2 Year,No,35884,247,0
3933,Female,40,1,11,0,1-2 Year,No,67386,40,0
3934,Female,22,1,24,0,< 1 Year,No,35612,103,0
3935,Female,66,1,47,1,1-2 Year,No,39010,98,0
3936,Female,25,1,46,1,< 1 Year,No,28469,18,0
3937,Male,25,1,33,1,< 1 Year,No,2630,37,0
3938,Female,61,1,28,1,1-2 Year,No,46734,276,0
3939,Female,46,1,46,0,1-2 Year,Yes,31552,254,0
3940,Female,28,1,48,0,1-2 Year,Yes,2630,13,0
3941,Female,34,1,28,1,1-2 Year,No,29288,121,0
3942,Female,21,1,24,1,< 1 Year,No,40847,76,0
3943,Male,24,1,29,1,< 1 Year,No,37600,162,0
3944,Male,22,1,40,0,< 1 Year,Yes,2630,66,0
3945,Male,50,1,8,0,1-2 Year,No,31339,227,0
3946,Female,25,1,32,1,< 1 Year,No,34533,291,0
3947,Female,24,1,28,0,< 1 Year,Yes,47437,166,1
3948,Female,22,1,28,0,< 1 Year,Yes,44548,17,0
3949,Female,21,1,3,1,< 1 Year,No,24209,93,0
3950,Male,64,1,41,1,1-2 Year,No,2630,253,0
3951,Male,55,1,39,0,1-2 Year,Yes,46655,297,0
3952,Female,24,1,36,1,< 1 Year,No,50833,49,0
3953,Female,77,1,8,1,1-2 Year,No,66713,57,0
3954,Female,34,1,15,1,1-2 Year,No,2630,186,0
3955,Female,39,1,12,0,1-2 Year,Yes,30055,184,0
3956,Male,67,1,28,1,1-2 Year,No,62502,273,0
3957,Female,20,1,28,0,< 1 Year,Yes,29725,267,0
3958,Male,50,1,35,0,> 2 Years,Yes,38705,134,1
3959,Male,32,1,24,1,1-2 Year,No,28688,62,0
3960,Male,22,1,36,1,< 1 Year,No,28457,42,0
3961,Female,32,1,28,1,< 1 Year,No,41943,18,0
3962,Female,25,1,28,0,< 1 Year,No,40735,18,0
3963,Male,24,1,13,1,< 1 Year,No,21792,57,0
3964,Female,24,1,8,1,< 1 Year,No,37095,189,0
3965,Female,40,1,28,0,1-2 Year,Yes,28833,188,0
3966,Female,79,1,0,1,1-2 Year,No,2630,226,0
3967,Male,61,1,4,0,1-2 Year,Yes,2630,171,0
3968,Male,41,1,50,0,1-2 Year,Yes,36629,63,1
3969,Male,42,1,8,1,1-2 Year,No,45932,103,0
3970,Female,42,1,46,0,1-2 Year,Yes,22789,196,1
3971,Male,68,1,28,0,> 2 Years,Yes,65580,184,1
3972,Male,43,1,28,1,1-2 Year,No,33923,252,0
3973,Male,38,1,29,1,1-2 Year,No,38323,221,0
3974,Female,35,1,11,0,1-2 Year,Yes,27663,80,0
3975,Male,31,1,33,0,1-2 Year,Yes,2630,62,0
3976,Male,52,1,28,0,1-2 Year,Yes,48153,49,0
3977,Male,51,1,8,0,1-2 Year,Yes,2630,295,0
3978,Female,30,1,36,1,< 1 Year,No,2630,140,0
3979,Male,21,1,29,1,< 1 Year,No,41572,202,0
3980,Male,36,1,15,0,1-2 Year,Yes,27591,178,0
3981,Male,23,1,33,0,< 1 Year,No,2630,187,0
3982,Male,67,1,28,1,1-2 Year,No,29423,39,0
3983,Female,25,1,28,1,< 1 Year,No,75864,74,0
3984,Male,25,1,35,1,< 1 Year,No,24811,17,0
3985,Female,20,1,27,1,< 1 Year,Yes,2630,228,0
3986,Male,20,1,28,0,< 1 Year,Yes,45984,50,0
3987,Male,45,1,14,1,1-2 Year,Yes,29108,176,0
3988,Male,28,1,50,1,< 1 Year,No,25631,15,0
3989,Male,24,1,8,1,< 1 Year,No,25683,72,0
3990,Female,46,1,26,0,1-2 Year,Yes,34157,74,0
3991,Female,48,1,28,0,> 2 Years,Yes,70537,293,0
3992,Female,23,1,30,1,< 1 Year,No,26458,221,0
3993,Female,70,1,28,1,1-2 Year,No,46613,213,0
3994,Male,26,1,8,1,< 1 Year,No,35318,211,0
3995,Male,29,1,23,1,< 1 Year,No,24345,95,0
3996,Female,26,1,11,1,< 1 Year,No,19324,246,0
3997,Female,46,1,28,0,1-2 Year,Yes,34193,39,1
3998,Female,23,1,47,1,< 1 Year,Yes,34244,104,0
3999,Female,37,1,28,0,1-2 Year,Yes,21413,265,1
4000,Male,54,1,33,0,1-2 Year,Yes,45381,124,0
4001,Female,29,1,50,0,< 1 Year,Yes,2630,88,0
4002,Male,42,1,41,0,1-2 Year,Yes,31951,296,0
4003,Female,54,1,28,0,> 2 Years,Yes,38529,241,0
4004,Female,69,1,28,0,1-2 Year,Yes,43268,264,1
4005,Male,55,1,28,0,1-2 Year,Yes,28955,151,0
4006,Male,28,1,44,1,< 1 Year,No,34836,40,0
4007,Male,20,1,17,1,< 1 Year,Yes,2630,64,0
4008,Female,24,1,8,1,< 1 Year,No,30433,211,0
4009,Male,35,1,28,1,1-2 Year,No,47701,76,0
4010,Female,54,1,45,0,1-2 Year,Yes,46445,299,0
4011,Female,35,1,30,0,1-2 Year,Yes,2630,220,1
4012,Female,43,1,8,1,1-2 Year,No,30261,16,0
4013,Female,31,1,28,0,1-2 Year,Yes,26549,91,0
4014,Male,22,1,36,0,< 1 Year,Yes,46088,34,0
4015,Female,26,1,46,1,< 1 Year,No,22008,216,0
4016,Male,67,1,50,1,1-2 Year,No,37368,53,0
4017,Male,27,1,18,1,1-2 Year,Yes,2630,281,0
4018,Female,39,1,8,0,1-2 Year,Yes,2630,283,0
4019,Male,46,1,35,0,1-2 Year,Yes,41478,146,0
4020,Female,23,1,8,1,< 1 Year,No,32657,17,0
4021,Male,74,1,50,0,1-2 Year,Yes,2630,158,0
4022,Female,30,1,41,1,< 1 Year,No,33190,274,0
4023,Male,45,1,37,0,1-2 Year,Yes,2630,268,0
4024,Male,60,1,28,0,1-2 Year,Yes,24028,283,0
4025,Female,24,1,33,1,< 1 Year,No,25740,107,0
4026,Male,47,1,3,0,1-2 Year,Yes,29291,149,1
4027,Female,50,1,20,0,1-2 Year,Yes,2630,35,0
4028,Male,36,1,35,1,1-2 Year,Yes,2630,209,0
4029,Male,29,1,3,1,< 1 Year,No,28010,91,0
4030,Female,22,1,28,0,1-2 Year,No,35868,270,1
4031,Female,26,1,28,1,< 1 Year,No,40385,140,0
4032,Male,26,1,50,1,< 1 Year,No,35056,266,0
4033,Female,31,1,30,1,< 1 Year,No,26228,42,0
4034,Female,23,1,18,1,< 1 Year,No,18196,293,0
4035,Male,46,1,28,0,1-2 Year,Yes,47103,214,0
4036,Male,22,1,6,0,< 1 Year,Yes,27765,89,1
4037,Male,52,1,28,1,1-2 Year,No,71595,33,0
4038,Female,23,1,29,1,< 1 Year,No,36378,76,0
4039,Male,40,1,15,0,1-2 Year,Yes,2630,95,0
4040,Female,23,1,3,1,< 1 Year,No,28497,79,0
4041,Female,20,1,12,1,< 1 Year,No,27066,267,0
4042,Male,26,1,11,1,< 1 Year,No,38478,61,0
4043,Female,74,1,8,1,1-2 Year,No,67237,159,0
4044,Male,47,1,14,0,> 2 Years,Yes,22477,226,0
4045,Female,41,1,3,0,1-2 Year,Yes,26733,154,1
4046,Female,56,1,50,0,1-2 Year,Yes,39398,268,0
4047,Male,32,1,41,1,< 1 Year,No,32997,231,0
4048,Female,80,1,46,0,1-2 Year,Yes,32144,107,0
4049,Female,20,1,50,0,< 1 Year,Yes,30283,117,0
4050,Male,56,1,0,1,1-2 Year,No,2630,189,0
4051,Female,61,1,16,0,1-2 Year,Yes,2630,261,1
4052,Male,25,1,3,1,< 1 Year,No,29113,162,0
4053,Female,24,1,8,1,< 1 Year,No,84142,49,0
4054,Female,29,1,28,1,< 1 Year,No,35545,133,0
4055,Male,25,1,11,1,< 1 Year,No,29128,249,0
4056,Female,41,1,3,0,1-2 Year,Yes,2630,170,0
4057,Female,44,1,39,0,1-2 Year,Yes,2630,22,0
4058,Male,21,1,3,1,< 1 Year,No,2630,269,0
4059,Male,35,1,30,1,1-2 Year,No,25979,155,0
4060,Female,64,1,12,1,1-2 Year,No,39661,18,0
4061,Female,55,1,29,0,1-2 Year,Yes,2630,266,0
4062,Male,69,1,6,0,1-2 Year,Yes,26923,75,0
4063,Male,24,1,45,1,< 1 Year,No,42237,57,0
4064,Male,57,1,8,0,1-2 Year,Yes,43357,12,0
4065,Female,31,1,41,1,< 1 Year,No,26961,136,0
4066,Male,43,1,28,0,1-2 Year,Yes,33871,139,0
4067,Male,50,1,23,0,1-2 Year,No,2630,277,0
4068,Male,45,1,28,0,> 2 Years,Yes,37733,10,1
4069,Female,29,1,30,1,< 1 Year,No,2630,281,0
4070,Male,51,1,8,1,1-2 Year,No,25101,78,0
4071,Male,49,1,8,0,1-2 Year,Yes,50681,257,0
4072,Male,39,1,28,0,> 2 Years,Yes,40127,102,0
4073,Male,51,1,17,0,1-2 Year,Yes,35916,62,0
4074,Male,73,1,28,0,1-2 Year,No,45643,165,0
4075,Male,55,1,28,0,> 2 Years,Yes,2630,20,0
4076,Male,23,1,50,1,< 1 Year,No,30152,285,0
4077,Male,57,1,28,1,1-2 Year,No,39997,288,0
4078,Male,32,1,6,0,1-2 Year,Yes,24955,204,0
4079,Male,24,1,14,1,< 1 Year,No,23614,13,0
4080,Male,31,1,47,0,< 1 Year,Yes,34020,293,0
4081,Female,25,1,28,1,< 1 Year,No,42425,104,0
4082,Male,58,1,24,0,1-2 Year,No,24815,47,0
4083,Female,20,1,25,1,< 1 Year,No,36584,227,0
4084,Female,22,1,11,0,< 1 Year,Yes,35330,185,0
4085,Male,23,1,50,1,< 1 Year,No,2630,142,0
4086,Male,23,1,41,1,< 1 Year,No,40314,122,0
4087,Female,44,1,8,0,1-2 Year,Yes,47251,83,1
4088,Female,22,1,25,1,< 1 Year,No,29006,292,0
4089,Female,30,1,28,0,< 1 Year,Yes,47085,253,0
4090,Female,25,1,29,1,< 1 Year,No,31537,80,0
4091,Female,63,1,28,0,1-2 Year,Yes,36960,191,0
4092,Female,40,1,28,0,1-2 Year,Yes,34594,195,0
4093,Male,25,1,49,0,< 1 Year,Yes,28565,131,0
4094,Male,47,1,47,1,1-2 Year,No,37191,54,0
4095,Female,41,1,28,1,1-2 Year,No,29363,112,0
4096,Female,20,1,16,1,< 1 Year,No,24028,49,0
4097,Male,29,1,3,0,< 1 Year,Yes,25032,257,0
4098,Female,58,1,28,0,> 2 Years,Yes,40081,203,1
4099,Female,65,1,28,1,1-2 Year,No,47726,165,0
4100,Male,23,1,36,0,< 1 Year,No,2630,193,0
4101,Female,35,1,28,0,1-2 Year,Yes,2630,220,0
4102,Female,58,1,28,1,1-2 Year,No,54975,252,0
4103,Male,49,1,28,0,1-2 Year,Yes,43414,139,0
4104,Male,43,1,28,0,1-2 Year,Yes,27364,74,0
4105,Female,26,1,8,1,< 1 Year,No,35224,124,0
4106,Male,69,1,50,0,1-2 Year,Yes,41811,211,0
4107,Male,48,1,28,0,1-2 Year,No,28000,101,0
4108,Female,76,1,28,0,1-2 Year,No,44924,179,0
4109,Male,76,1,18,1,1-2 Year,No,41474,191,0
4110,Male,23,1,10,0,< 1 Year,No,15604,167,0
4111,Male,31,1,33,0,< 1 Year,Yes,31597,196,1
4112,Male,28,1,8,1,< 1 Year,No,30753,241,0
4113,Female,40,1,28,0,1-2 Year,Yes,30948,95,0
4114,Male,57,1,28,1,1-2 Year,No,39040,256,0
4115,Female,54,1,40,0,1-2 Year,Yes,34967,210,1
4116,Male,44,1,28,0,1-2 Year,No,35286,53,0
4117,Female,25,1,15,1,< 1 Year,No,32773,140,0
4118,Female,20,1,46,1,< 1 Year,No,37273,17,0
4119,Male,43,1,8,1,1-2 Year,No,44475,158,0
4120,Male,36,1,0,0,1-2 Year,No,2630,201,0
4121,Male,30,1,3,1,< 1 Year,No,24077,66,0
4122,Male,52,1,46,1,1-2 Year,No,39165,202,0
4123,Female,57,1,28,0,> 2 Years,Yes,25588,94,0
4124,Male,28,1,28,1,< 1 Year,No,50044,63,0
4125,Male,30,1,14,0,1-2 Year,Yes,2630,66,0
4126,Female,42,1,28,0,1-2 Year,Yes,62922,299,1
4127,Male,22,1,30,1,< 1 Year,No,27329,78,0
4128,Male,37,1,28,0,1-2 Year,Yes,31501,106,0
4129,Female,25,1,26,1,< 1 Year,No,20170,194,0
4130,Male,21,1,11,1,< 1 Year,No,24782,212,0
4131,Female,20,1,45,1,< 1 Year,No,27000,259,0
4132,Female,23,1,6,1,< 1 Year,No,16539,29,0
4133,Female,23,1,8,0,< 1 Year,Yes,59194,247,0
4134,Female,27,1,34,1,< 1 Year,No,28278,257,0
4135,Male,52,1,11,0,1-2 Year,Yes,2630,181,0
4136,Male,57,1,28,0,1-2 Year,Yes,49500,92,1
4137,Female,28,1,39,0,1-2 Year,Yes,2630,134,0
4138,Female,27,1,43,1,< 1 Year,No,28420,184,0
4139,Female,24,1,36,1,< 1 Year,No,30435,263,0
4140,Female,27,1,41,1,< 1 Year,No,26675,98,0
4141,Female,22,1,26,0,< 1 Year,Yes,27677,126,0
4142,Female,24,1,37,0,< 1 Year,No,33585,257,0
4143,Male,48,1,18,0,1-2 Year,Yes,31097,127,1
4144,Female,73,1,28,0,> 2 Years,Yes,68028,215,0
4145,Female,55,1,15,0,1-2 Year,Yes,38911,78,0
4146,Male,21,1,8,1,< 1 Year,No,42791,250,0
4147,Male,57,1,48,1,1-2 Year,No,2630,22,0
4148,Male,24,1,28,1,< 1 Year,No,2630,280,0
4149,Male,33,1,2,1,< 1 Year,No,47849,270,0
4150,Female,37,1,41,0,1-2 Year,Yes,2630,40,0
4151,Male,72,1,28,0,1-2 Year,Yes,44803,233,0
4152,Male,25,1,8,0,< 1 Year,Yes,36549,115,0
4153,Male,36,1,2,0,1-2 Year,Yes,32912,235,0
4154,Male,26,1,6,1,< 1 Year,No,32474,85,0
4155,Male,36,1,29,1,1-2 Year,No,51435,172,0
4156,Male,23,1,49,0,< 1 Year,Yes,35448,51,0
4157,Female,26,1,32,1,< 1 Year,No,26869,174,0
4158,Male,25,1,29,0,< 1 Year,Yes,2630,218,1
4159,Male,60,1,3,0,1-2 Year,Yes,33423,193,0
4160,Female,32,1,30,0,1-2 Year,Yes,27412,268,1
4161,Male,53,1,46,0,1-2 Year,Yes,2630,145,0
4162,Male,39,1,28,0,1-2 Year,Yes,54847,185,0
4163,Male,50,1,46,0,< 1 Year,No,2630,36,0
4164,Female,43,1,28,1,1-2 Year,No,27332,271,0
4165,Female,39,1,28,1,1-2 Year,No,31868,140,0
4166,Male,25,1,46,0,< 1 Year,Yes,29317,269,0
4167,Female,34,1,28,0,1-2 Year,Yes,42128,220,0
4168,Female,21,1,14,0,< 1 Year,Yes,27598,121,1
4169,Male,65,1,28,1,1-2 Year,No,64702,216,0
4170,Male,49,1,8,0,1-2 Year,Yes,39006,83,0
4171,Female,47,1,8,1,1-2 Year,No,91520,263,0
4172,Male,73,1,28,1,1-2 Year,No,58186,30,0
4173,Female,54,1,28,0,1-2 Year,Yes,38392,144,1
4174,Male,43,1,32,0,1-2 Year,Yes,28190,147,1
4175,Male,21,1,12,1,< 1 Year,No,2630,156,0
4176,Female,29,1,39,1,< 1 Year,No,46655,232,0
4177,Male,24,1,28,1,< 1 Year,No,43466,275,0
4178,Male,45,1,28,0,1-2 Year,Yes,31036,94,0
4179,Female,72,1,3,0,1-2 Year,Yes,29394,158,0
4180,Male,41,1,23,1,1-2 Year,No,2630,132,0
4181,Male,36,1,15,0,1-2 Year,Yes,29411,278,0
4182,Male,27,1,36,1,< 1 Year,No,29457,90,0
4183,Female,75,1,46,0,1-2 Year,Yes,30864,15,0
4184,Female,55,1,4,0,1-2 Year,Yes,26487,91,0
4185,Female,36,1,28,1,1-2 Year,No,25340,186,0
4186,Male,50,1,28,0,1-2 Year,Yes,29475,207,1
4187,Male,53,1,12,0,1-2 Year,Yes,38361,199,0
4188,Male,42,1,46,0,1-2 Year,Yes,37440,105,1
4189,Female,46,1,43,0,1-2 Year,Yes,53808,36,0
4190,Male,32,1,31,0,1-2 Year,No,2630,140,0
4191,Male,22,1,10,1,< 1 Year,No,29641,232,0
4192,Male,42,1,24,0,1-2 Year,Yes,2630,84,1
4193,Male,47,1,28,0,1-2 Year,No,71601,103,0
4194,Male,22,1,11,1,< 1 Year,No,21939,220,0
4195,Male,66,1,8,0,1-2 Year,Yes,35815,230,0
4196,Female,21,1,37,0,< 1 Year,Yes,35967,101,0
4197,Female,72,1,28,0,1-2 Year,Yes,38221,26,0
4198,Female,31,1,41,0,1-2 Year,Yes,2630,108,1
4199,Female,22,1,29,1,< 1 Year,No,24865,41,0
4200,Female,43,1,28,0,1-2 Year,Yes,78383,258,1
